sentence,condition,cleaned_sentence,label
"He graduated Phi Beta Kappa and magna cum laude (21st of 177) from Harvard University in 1880, and entered Columbia Law School that same year.",TSR,"he graduated phi beta kappa and magna cum laude (21st of 177) from harvard university in 1880, and entered columbia law school that same year.",1
"Culbert Levy Olson (November 7, 1876 - April 13, 1962) was a U.S. politician.",TSR,"culbert levy olson (november 7, 1876 - april 13, 1962) was a u.s. politician.",1
He attained the rank of lieutenant commander in 1865.,TSR,he attained the rank of lieutenant commander in 1865.,1
He went to school in England and graduated from Harvard University.,TSR,he went to school in england and graduated from harvard university.,1
"Michel Goulet (born April 21, 1960 in Peribonka, Quebec) was a Canadian professional ice hockey forward who played for the Quebec Nordiques and Chicago Blackhawks in the National Hockey League.",TSR,"michel goulet (born april 21, 1960 in peribonka, quebec) was a canadian professional ice hockey forward who played for the quebec nordiques and chicago blackhawks in the national hockey league.",1
He studied at Juilliard and later at the Manhattan School of Music.,TSR,he studied at juilliard and later at the manhattan school of music.,1
"He married Margaret Tyndal Winthrop, who came from a family with deep roots in Massachusetts history going back to the John Winthrop, the first governor of the Massachusetts Bay Colony.",TSR,"he married margaret tyndal winthrop, who came from a family with deep roots in massachusetts history going back to the john winthrop, the first governor of the massachusetts bay colony.",1
"Uta Thyra Hagen (June 12, 1919 - January 14, 2004) was a German-born American actress and acting teacher.",TSR,"uta thyra hagen (june 12, 1919 - january 14, 2004) was a german-born american actress and acting teacher.",1
"He arrived at the mouth of the bay late the night of April 30, and the following morning he gave the order to attack at first light, by saying the now famous words 'You may fire when ready, Gridley'.",TSR,"he arrived at the mouth of the bay late the night of april 30, and the following morning he gave the order to attack at first light, by saying the now famous words 'you may fire when ready, gridley'.",1
"Abraham Simpson is estranged husband to Mona Simpson, father to Homer Jay Simpson and Herbert Powell, father-in-law to Marjorie Bouvier Simpson and grandfather to siblings Bartholomew J. Simpson, Lisa Marie Simpson and Margaret Simpson.",TSR,"abraham simpson is estranged husband to mona simpson, father to homer jay simpson and herbert powell, father-in-law to marjorie bouvier simpson and grandfather to siblings bartholomew j. simpson, lisa marie simpson and margaret simpson.",1
"Just before the Battle of Fredericksburg, he was promoted to chief of artillery of the VI Corps as a brigadier general, as of November 29, 1862.",TSR,"just before the battle of fredericksburg, he was promoted to chief of artillery of the vi corps as a brigadier general, as of november 29, 1862.",1
He then went on to attend and subsequently drop out of Georgetown University Law Center (1957).,TSR,he then went on to attend and subsequently drop out of georgetown university law center (1957).,1
"Born in Boston into one of the country's most prominent families (both his great-grandfather and his grandfather had been Presidents of the United States), Adams, after his graduation from Harvard in 1858, embarked on a Grand Tour of Europe, during which he also attended lectures in civil law at the University of Berlin.",TSR,"born in boston into one of the country's most prominent families (both his great-grandfather and his grandfather had been presidents of the united states), adams, after his graduation from harvard in 1858, embarked on a grand tour of europe, during which he also attended lectures in civil law at the university of berlin.",1
"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.",TSR,"rather than retire, adams would go on to win election as a democratic-republican to the house of representatives beginning with the 22nd congress, serving from march 4, 1831, until his death.",1
She has auctioned off some of these items several times.,TSR,she has auctioned off some of these items several times.,1
"During her second year in law school, she volunteered at the Yale Child Study Center, learning about new research on early childhood brain development.",TSR,"during her second year in law school, she volunteered at the yale child study center, learning about new research on early childhood brain development.",1
Clooney left AMC to run as a Democrat in the 2004 election for a seat in the House of Representatives representing Kentucky's 4th Congressional district.,TSR,clooney left amc to run as a democrat in the 2004 election for a seat in the house of representatives representing kentucky's 4th congressional district.,1
"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",TSR,"in 1997, coppola founded zoetrope all-story, a flashy literary magazine that publishes short stories.",1
"After marrying Richard Burton, Taylor relinquished her American citizenship, and is now a ""permanent resident"" of the U.S. After marrying Republican Senator John Warner, of Virginia, she received a ""green card"" and keeps her British passport.",TSR,"after marrying richard burton, taylor relinquished her american citizenship, and is now a ""permanent resident"" of the u.s. after marrying republican senator john warner, of virginia, she received a ""green card"" and keeps her british passport.",1
"After a period spent traveling abroad with her family, she enrolled in the University of Chicago in 1912, graduating in 1914.",TSR,"after a period spent traveling abroad with her family, she enrolled in the university of chicago in 1912, graduating in 1914.",1
"Hasso-Eccard Freiherr von Manteuffel (January 14, 1897 — September 24, 1978) was a German General during World War II.",TSR,"hasso-eccard freiherr von manteuffel (january 14, 1897 — september 24, 1978) was a german general during world war ii.",1
"She has pursued a media career, notably as a pundit alongside Conservative Michael Portillo (who also grew up and went to the same school in Harrow), on the BBC's weekly politics digest This Week.",TSR,"she has pursued a media career, notably as a pundit alongside conservative michael portillo (who also grew up and went to the same school in harrow), on the bbc's weekly politics digest this week.",1
He was one of the founder members of the Lunar Society.,TSR,he was one of the founder members of the lunar society.,1
"Mary Lilian Baels (November 28, 1916 – June 7, 2002) was best known as Princess de Réthy, the controversial morganatic second wife of King Léopold III of the Belgians.",TSR,"mary lilian baels (november 28, 1916 – june 7, 2002) was best known as princess de réthy, the controversial morganatic second wife of king léopold iii of the belgians.",1
Lincoln was the first Republican president.,TSR,lincoln was the first republican president.,1
"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",TSR,"in 1870 the two rockefellers, andrews, flagler, and a silent partner, stephen v. harkness, formed the standard oil company, with john d. rockefeller as president.",1
"After his khâgne at Lycée Henri IV, where he befriended Senegalese poet and statesman Leopold Sedar Senghor, he graduated from the École Normale Supérieure with a degree of Agrégation in philosophy.",TSR,"after his khâgne at lycée henri iv, where he befriended senegalese poet and statesman leopold sedar senghor, he graduated from the école normale supérieure with a degree of agrégation in philosophy.",1
"Friedrich Wilhelm Bessel (July 22, 1784 – March 17, 1846) was a German mathematician, astronomer, and systematizer of the Bessel functions (which, despite their name, were discovered by Daniel Bernoulli).",TSR,"friedrich wilhelm bessel (july 22, 1784 – march 17, 1846) was a german mathematician, astronomer, and systematizer of the bessel functions (which, despite their name, were discovered by daniel bernoulli).",1
"When elected President in 2001, Bush asked Rove to give up his direct mail business and join him full-time in Washington.",TSR,"when elected president in 2001, bush asked rove to give up his direct mail business and join him full-time in washington.",1
Reagan's presidency is regarded as a turning point for the United States Republican Party and the American conservative movement.,TSR,reagan's presidency is regarded as a turning point for the united states republican party and the american conservative movement.,1
"He married Dorothy Walker, George Herbert Walker's daughter, on August 6, 1921, and together they had five children, including George H. W. Bush (named after George Herbert Walker), Prescott Bush, Jr., Jonathan Bush, William Bush, and Nancy Bush.",TSR,"he married dorothy walker, george herbert walker's daughter, on august 6, 1921, and together they had five children, including george h. w. bush (named after george herbert walker), prescott bush, jr., jonathan bush, william bush, and nancy bush.",1
"John (Calvin) Coolidge (July 4, 1872 - January 5, 1933) was the 30th President of the United States between 1923 to 1929.",TSR,"john (calvin) coolidge (july 4, 1872 - january 5, 1933) was the 30th president of the united states between 1923 to 1929.",1
"Her family denied that it was self-inflicted, arguing that he had been a happy boy; rather, they insisted that it must have been an experimentation gone awry.",TSR,"her family denied that it was self-inflicted, arguing that he had been a happy boy; rather, they insisted that it must have been an experimentation gone awry.",1
"His father, Richert Vogt von Koch (1838-1913) was a Lieutenant-Colonel in the Royal Horse Guards of Sweden.",TSR,"his father, richert vogt von koch (1838-1913) was a lieutenant-colonel in the royal horse guards of sweden.",1
"Donald Rumsfeld graduated from New Trier High School and attended Princeton University on scholarship (BA, 1954) where he was an accomplished amateur wrestler and served in the United States Navy (1954-57) as a Naval aviator.",TSR,"donald rumsfeld graduated from new trier high school and attended princeton university on scholarship (ba, 1954) where he was an accomplished amateur wrestler and served in the united states navy (1954-57) as a naval aviator.",1
"Hepburn was devastated by his death, and for years used his birthday as her own.",TSR,"hepburn was devastated by his death, and for years used his birthday as her own.",1
"In this year Encke married Amalie Becker (1787–1879), daughter of a bookseller.",TSR,"in this year encke married amalie becker (1787–1879), daughter of a bookseller.",1
He has also been active in the Defense Policy Board of the Pentagon while it was chaired by Richard Perle.,TSR,he has also been active in the defense policy board of the pentagon while it was chaired by richard perle.,1
"Michael Hughes (born August 2, 1971 in Larne, Northern Ireland) is a Northern Irish footballer who plays for Crystal Palace in The Championship.",TSR,"michael hughes (born august 2, 1971 in larne, northern ireland) is a northern irish footballer who plays for crystal palace in the championship.",1
"Bush attended high school at the exclusive private St. Albans School in Washington, DC.",TSR,"bush attended high school at the exclusive private st. albans school in washington, dc.",1
"Janet Flanner (March 13, 1892 - November 7, 1978) was a child of Quakers, an American writer and journalist who served as the Paris correspondent of The New Yorker magazine from its inception in 1925 until she retired in 1975.",TSR,"janet flanner (march 13, 1892 - november 7, 1978) was a child of quakers, an american writer and journalist who served as the paris correspondent of the new yorker magazine from its inception in 1925 until she retired in 1975.",1
"He worked a year for the accounting firm of Price Waterhouse in San Francisco, and then in August 1940 returned to Harvard to teach in the Business School.",TSR,"he worked a year for the accounting firm of price waterhouse in san francisco, and then in august 1940 returned to harvard to teach in the business school.",1
"Wilver Dornel Stargell (March 6, 1940 – April 9, 2001), ('Willie') beloved professional baseball player nicknamed 'Pops' in the later years of his career who played his entire Major League career (1962-1982) with the Pittsburgh Pirates as an outfielder and first baseman.",TSR,"wilver dornel stargell (march 6, 1940 – april 9, 2001), ('willie') beloved professional baseball player nicknamed 'pops' in the later years of his career who played his entire major league career (1962-1982) with the pittsburgh pirates as an outfielder and first baseman.",1
"Sofia Carmina Coppola (born May 14, 1971 in New York City, New York) is an American film director, actress, producer, and writer.",TSR,"sofia carmina coppola (born may 14, 1971 in new york city, new york) is an american film director, actress, producer, and writer.",1
"Mary Ford (July 7, 1928-September 30, 1977, original name Iris Colleen Summers) was half of a husband-wife musical duo; the other half being Les Paul.",TSR,"mary ford (july 7, 1928-september 30, 1977, original name iris colleen summers) was half of a husband-wife musical duo; the other half being les paul.",1
"Dewey officially remained an active officer of the Navy until his death, as a special honor after he passed retirement age.",TSR,"dewey officially remained an active officer of the navy until his death, as a special honor after he passed retirement age.",1
"She was married to director Spike Jonze on June 26, 1999 but the marriage ended in divorce on December 9, 2003.",TSR,"she was married to director spike jonze on june 26, 1999 but the marriage ended in divorce on december 9, 2003.",1
He received his BA in Economics from Tulane University and his MBA from Tulane in 1979.,TSR,he received his ba in economics from tulane university and his mba from tulane in 1979.,1
"Hepburn's father was a staunch proponent of publicizing the dangers of venereal disease in a time when such things were not discussed, and her mother campaigned for birth control and equal rights for women.",TSR,"hepburn's father was a staunch proponent of publicizing the dangers of venereal disease in a time when such things were not discussed, and her mother campaigned for birth control and equal rights for women.",1
"Her mother was a Lyman, another very old American family.",TSR,"her mother was a lyman, another very old american family.",1
"Following his involvement there in a program to teach the analytical approaches used in business to officers of the Army Air Forces, he entered the Army as a captain in early 1943, serving under Col. Curtis LeMay with analysis of U.S. bombers' efficiency and effectiveness as a major responsibility.",TSR,"following his involvement there in a program to teach the analytical approaches used in business to officers of the army air forces, he entered the army as a captain in early 1943, serving under col. curtis lemay with analysis of u.s. bombers' efficiency and effectiveness as a major responsibility.",1
Sarah Vandenbergh (born 9 October 1972 in Australia) is an Australian actress.,TSR,sarah vandenbergh (born 9 october 1972 in australia) is an australian actress.,1
"William Wrigley, Jr. (September 30, 1861–January 26, 1932) was a U.S. chewing gum industrialist.",TSR,"william wrigley, jr. (september 30, 1861–january 26, 1932) was a u.s. chewing gum industrialist.",1
"August Schleicher (February 19, 1821 - December 6, 1868) was a German linguist.",TSR,"august schleicher (february 19, 1821 - december 6, 1868) was a german linguist.",1
"Charles Francis Adams, Jr. (May 27, 1835 – May 20, 1915), a member of the prominent Adams political family and son of Charles Francis Adams, Sr., graduated at Harvard in 1856, and served on the Union side in the American Civil War, receiving in 1865 the brevet of brigadier-general in the regular army.",TSR,"charles francis adams, jr. (may 27, 1835 – may 20, 1915), a member of the prominent adams political family and son of charles francis adams, sr., graduated at harvard in 1856, and served on the union side in the american civil war, receiving in 1865 the brevet of brigadier-general in the regular army.",1
"Fisher has had one husband, musician Paul Simon (married 1983-divorce 1984).",TSR,"fisher has had one husband, musician paul simon (married 1983-divorce 1984).",1
"Rosemary Clooney (May 23, 1928 – June 29, 2002) was an American popular singer and actress.",TSR,"rosemary clooney (may 23, 1928 – june 29, 2002) was an american popular singer and actress.",1
She was a press officer at the Greater London Council [1985 to 1986].,TSR,she was a press officer at the greater london council [1985 to 1986].,1
"Juan Bautista Alberdi (29 August 1810 - 19 June 1884) was a political theorist and diplomat, born in San Miguel de Tucumán, province of Tucumán, Argentina.",TSR,"juan bautista alberdi (29 august 1810 - 19 june 1884) was a political theorist and diplomat, born in san miguel de tucumán, province of tucumán, argentina.",1
This technique was particularly useful in his excavation of the Hanging Gardens of Babylon (1899-1917) which was built (ca. 580 BC) using mainly unfired mudbricks.,TSR,this technique was particularly useful in his excavation of the hanging gardens of babylon (1899-1917) which was built (ca. 580 bc) using mainly unfired mudbricks.,1
"Sara Ann Delano Roosevelt (September 21, 1854 – September 7, 1941) was the wife of James Roosevelt, Sr. and the mother of President of the United States Franklin Delano Roosevelt, her only child.",TSR,"sara ann delano roosevelt (september 21, 1854 – september 7, 1941) was the wife of james roosevelt, sr. and the mother of president of the united states franklin delano roosevelt, her only child.",1
"The election of fellow-Republican Dwight Eisenhower to the presidency saw Rockefeller appointed first as chair of the President's Advisory Committee on Government Organization and later as an undersecretary in the Department of Health, Education, and Welfare.",TSR,"the election of fellow-republican dwight eisenhower to the presidency saw rockefeller appointed first as chair of the president's advisory committee on government organization and later as an undersecretary in the department of health, education, and welfare.",1
"John Francis 'Honey Fitz' Fitzgerald (February 11, 1863–October 2, 1950) was a politician and the grandfather of President John F. Kennedy.",TSR,"john francis 'honey fitz' fitzgerald (february 11, 1863–october 2, 1950) was a politician and the grandfather of president john f. kennedy.",1
The unusual middle name was given to her because Cobain thought she looked like a bean on the first sonogram he saw of her.,TSR,the unusual middle name was given to her because cobain thought she looked like a bean on the first sonogram he saw of her.,1
Erich Honecker (25 August 1912 - 29 May 1994) was a German Communist politician who led East Germany from 1971 until 1989.,TSR,erich honecker (25 august 1912 - 29 may 1994) was a german communist politician who led east germany from 1971 until 1989.,1
She was married to singer Paul Simon but divorced after 12 years.,TSR,she was married to singer paul simon but divorced after 12 years.,1
"Prior to graduating from Maine South High School, she attended Maine East High School, where she served as class president, a member of the student council, a member of the debating team, and as a member of the National Honor Society.",TSR,"prior to graduating from maine south high school, she attended maine east high school, where she served as class president, a member of the student council, a member of the debating team, and as a member of the national honor society.",1
"After a stint in the Army where he rose to the rank of corporal, he moved to California for a try at show business.",TSR,"after a stint in the army where he rose to the rank of corporal, he moved to california for a try at show business.",1
She is a member of the Democratic Party.,TSR,she is a member of the democratic party.,1
"Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.",TSR,"born anne mobley in omaha, nebraska, she attended bennington college and became interested in the theatre.",1
Hepburn became the talk of New York City and began getting noticed by Hollywood.,TSR,hepburn became the talk of new york city and began getting noticed by hollywood.,1
"Born to Jamaican immigrants, her father a welder, her mother a nurse, Abbott went to Harrow County Grammar School and then to Newnham College, Cambridge where she read history.",TSR,"born to jamaican immigrants, her father a welder, her mother a nurse, abbott went to harrow county grammar school and then to newnham college, cambridge where she read history.",1
Libby was a founding member of the Project for the New American Century.,TSR,libby was a founding member of the project for the new american century.,1
"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",TSR,"in addition to featuring in these epochal moments in jazz, he was instrumental in founding afro-cuban jazz.",1
"In addition, he helped advance the study of anatomy, astronomy, and civil engineering.",TSR,"in addition, he helped advance the study of anatomy, astronomy, and civil engineering.",1
"I. Lewis Scooter"" Libby Jr. (born August 22, 1950) is the former Chief of Staff and assistant for National Security Affairs to U.S. Vice President Dick Cheney and presidential advisor.""",TSR,"i. lewis scooter"" libby jr. (born august 22, 1950) is the former chief of staff and assistant for national security affairs to u.s. vice president dick cheney and presidential advisor.""",1
"Maria Owings Shriver Schwarzenegger (born November 6, 1955), better known as Maria Shriver, is an American television journalist and the First Lady of California.",TSR,"maria owings shriver schwarzenegger (born november 6, 1955), better known as maria shriver, is an american television journalist and the first lady of california.",1
"In 1908 he took a job with the prestigious Wall Street firm of Carter, Ledyard and Milburn, dealing mainly with corporate law.",TSR,"in 1908 he took a job with the prestigious wall street firm of carter, ledyard and milburn, dealing mainly with corporate law.",1
He was elected to the Bulgarian national assembly in 1913 and 1920.,TSR,he was elected to the bulgarian national assembly in 1913 and 1920.,1
"Grace Anna Goodhue Coolidge (January 3, 1879 – July 8, 1957) was wife of Calvin Coolidge and First Lady of the United States from 1923 to 1929.",TSR,"grace anna goodhue coolidge (january 3, 1879 – july 8, 1957) was wife of calvin coolidge and first lady of the united states from 1923 to 1929.",1
"James Tully (18 September 1915 - 20 May 1992) was a prominent Irish trade unionist, politician and Deputy Leader of the Irish Labour Party who served as a minister in a series of Irish Fine Gael-Labour coalition governments.",TSR,"james tully (18 september 1915 - 20 may 1992) was a prominent irish trade unionist, politician and deputy leader of the irish labour party who served as a minister in a series of irish fine gael-labour coalition governments.",1
"Connop Thirlwall (January 11, 1797 - July 27, 1875) was an English bishop and historian.",TSR,"connop thirlwall (january 11, 1797 - july 27, 1875) was an english bishop and historian.",1
"Lovett declined but recommended McNamara; Kennedy had him approached by Sargent Shriver (regarding either the Treasury or the Defense cabinet post), and less than five weeks after becoming president at Ford, McNamara accepted Kennedy's invitation to serve as Secretary of Defense.",TSR,"lovett declined but recommended mcnamara; kennedy had him approached by sargent shriver (regarding either the treasury or the defense cabinet post), and less than five weeks after becoming president at ford, mcnamara accepted kennedy's invitation to serve as secretary of defense.",1
"Around the time of Nirvana's 1992 performance on Saturday Night Live, Love discovered that she was pregnant with Cobain's child (Frances Bean Cobain).",TSR,"around the time of nirvana's 1992 performance on saturday night live, love discovered that she was pregnant with cobain's child (frances bean cobain).",1
"Elizabeth Taylor won the Academy Award for Best Actress in a Leading Role for her performances in BUtterfield 8 (1960), which co-starred then husband Eddie Fisher, and then again for Who's Afraid of Virginia Woolf?",TSR,"elizabeth taylor won the academy award for best actress in a leading role for her performances in butterfield 8 (1960), which co-starred then husband eddie fisher, and then again for who's afraid of virginia woolf?",1
"Debbie Reynolds (born April 1, 1932) is an American actress and singer.",TSR,"debbie reynolds (born april 1, 1932) is an american actress and singer.",1
"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",TSR,"bush began his oil industry career in 1979 when he established arbusto energy with salem bin laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",1
He had been educated at Oxford and his closest friends and outlook on life were British.,TSR,he had been educated at oxford and his closest friends and outlook on life were british.,1
"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.",TSR,"in 1999 bush cofounded a educational-software company, ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.",1
"Johann Franz Encke (September 23, 1791 – August 26, 1865) was a German astronomer, born in Hamburg.",TSR,"johann franz encke (september 23, 1791 – august 26, 1865) was a german astronomer, born in hamburg.",1
"He is from Midland, Texas, and has a ranch there.",TSR,"he is from midland, texas, and has a ranch there.",1
"Lee De Forest, (August 26, 1873 – June 30, 1961) was an American inventor with over 300 patents to his name.",TSR,"lee de forest, (august 26, 1873 – june 30, 1961) was an american inventor with over 300 patents to his name.",1
"William studied law at the Inns of Court in London, returning to Maryland in 1765.",TSR,"william studied law at the inns of court in london, returning to maryland in 1765.",1
He graduated from Harvard University in 1787 and was elected to Phi Beta Kappa.,TSR,he graduated from harvard university in 1787 and was elected to phi beta kappa.,1
"Robert Joseph Dole (born July 22, 1923) is best known as a former Republican United States Senate Majority Leader and Senator from Kansas.",TSR,"robert joseph dole (born july 22, 1923) is best known as a former republican united states senate majority leader and senator from kansas.",1
"He is a strong supporter of the Democratic Party and is of mostly Irish American heritage, although he also has some distant German ancestry.",TSR,"he is a strong supporter of the democratic party and is of mostly irish american heritage, although he also has some distant german ancestry.",1
"An opponent of the policies of Andrew Jackson, he was the first member of the Whig Party to be elected governor of Tennessee.",TSR,"an opponent of the policies of andrew jackson, he was the first member of the whig party to be elected governor of tennessee.",1
"William Clark Falkner (July 6, 1825 or 1826 - November 6, 1889) was a soldier, lawyer, politician, businessman, and author in northern Mississippi.",TSR,"william clark falkner (july 6, 1825 or 1826 - november 6, 1889) was a soldier, lawyer, politician, businessman, and author in northern mississippi.",1
"Paul Frederic Simon (born October 13, 1941 in Newark Heights, New Jersey) is a renowned Jewish American singer and songwriter, receiving Kennedy Center Honors in 2002.",TSR,"paul frederic simon (born october 13, 1941 in newark heights, new jersey) is a renowned jewish american singer and songwriter, receiving kennedy center honors in 2002.",1
"Robert Emerson 'Bob' Clampett (May 8, 1913–May 4, 1984) was an animator, producer, director, and puppeteer best known for his work on the Looney Tunes series of cartoons from Warner Bros. and the television show Time for Beany.",TSR,"robert emerson 'bob' clampett (may 8, 1913–may 4, 1984) was an animator, producer, director, and puppeteer best known for his work on the looney tunes series of cartoons from warner bros. and the television show time for beany.",1
"Georges Jean Raymond Pompidou (July 5, 1911 – April 2, 1974) was President of France from 1969 until his death in 1974.",TSR,"georges jean raymond pompidou (july 5, 1911 – april 2, 1974) was president of france from 1969 until his death in 1974.",1
"Unable to stomach a career as a corporate lawyer, and presented with an opportunity to run for New York Assembly-man in 1881, he dropped out of school to pursue his new goal of entering public life.",TSR,"unable to stomach a career as a corporate lawyer, and presented with an opportunity to run for new york assembly-man in 1881, he dropped out of school to pursue his new goal of entering public life.",1
"He passed the exam in 1875 and entered as a freshman the next year, in 1876.",TSR,"he passed the exam in 1875 and entered as a freshman the next year, in 1876.",1
Wilhelm was educated at Kassel at the Friedrichsgymnasium and the University of Bonn.,TSR,wilhelm was educated at kassel at the friedrichsgymnasium and the university of bonn.,1
He acquired his early education in Europe at venerable institutions such as the University of Leiden while accompanying his father while the elder Adams was serving as an American envoy to France and later the Netherlands during the Revolutionary War.,TSR,he acquired his early education in europe at venerable institutions such as the university of leiden while accompanying his father while the elder adams was serving as an american envoy to france and later the netherlands during the revolutionary war.,1
"Joseph Forney Johnston (March 23, 1843 - August 8, 1913) was an American Democratic politician who was the Governor of Alabama from 1896 to 1900.",TSR,"joseph forney johnston (march 23, 1843 - august 8, 1913) was an american democratic politician who was the governor of alabama from 1896 to 1900.",1
"She was educated at Bryn Mawr College, receiving a degree in history and philosophy in 1928, the same year she debuted on Broadway after landing a bit part in Night Hostess.",TSR,"she was educated at bryn mawr college, receiving a degree in history and philosophy in 1928, the same year she debuted on broadway after landing a bit part in night hostess.",1
"Encke studied mathematics and astronomy from 1811 at the University of Göttingen under Carl Friedrich Gauss; but he enlisted in the Hanseatic Legion for the campaign of 1813–1814, and became lieutenant of artillery in the Prussian service in 1815.",TSR,"encke studied mathematics and astronomy from 1811 at the university of göttingen under carl friedrich gauss; but he enlisted in the hanseatic legion for the campaign of 1813–1814, and became lieutenant of artillery in the prussian service in 1815.",1
"Leonardo da Vinci (April 15, 1452 – May 2, 1519) was an Italian Renaissance architect, musician, anatomist, inventor, engineer, sculptor, geometer, and painter.",TSR,"leonardo da vinci (april 15, 1452 – may 2, 1519) was an italian renaissance architect, musician, anatomist, inventor, engineer, sculptor, geometer, and painter.",1
"Diane Julie Abbott (born September 27, 1953 in Paddington, London) is a British Labour Member of Parliament for Hackney North and Stoke Newington constituency.",TSR,"diane julie abbott (born september 27, 1953 in paddington, london) is a british labour member of parliament for hackney north and stoke newington constituency.",1
"Her first movie appearance was in the Columbia Pictures comedy Shampoo (1975) starring Warren Beatty, Julie Christie, and Goldie Hawn, with Lee Grant, and Jack Warden.",TSR,"her first movie appearance was in the columbia pictures comedy shampoo (1975) starring warren beatty, julie christie, and goldie hawn, with lee grant, and jack warden.",1
Miguel played the role of Dr. Garret Macy in NBC's drama Crossing Jordan.,TSR,miguel played the role of dr. garret macy in nbc's drama crossing jordan.,1
"Simon has been married three times; he is currently married to Edie Brickell whom he wed on May 30, 1992.",TSR,"simon has been married three times; he is currently married to edie brickell whom he wed on may 30, 1992.",1
"Walter Ulbricht (June 30, 1893 - August 1, 1973) was a German communist politician.",TSR,"walter ulbricht (june 30, 1893 - august 1, 1973) was a german communist politician.",1
"She attended school on the MGM lot and received a diploma from University High School in Los Angeles, on January 26, 1950, the same year she was first married at age 18.",TSR,"she attended school on the mgm lot and received a diploma from university high school in los angeles, on january 26, 1950, the same year she was first married at age 18.",1
"Barrymore was married to Welsh bartender turned bar owner, Jeremy Thomas, from March 20 to April 28, 1994, and to comedian Tom Green from July 7, 2001 to October 15, 2002 (Green filed for divorce in December 2001).",TSR,"barrymore was married to welsh bartender turned bar owner, jeremy thomas, from march 20 to april 28, 1994, and to comedian tom green from july 7, 2001 to october 15, 2002 (green filed for divorce in december 2001).",1
"King Jr. became an associate pastor at Ebenezer in 1948, and his father wrote a letter of recommendation for him to Crozer College.",TSR,"king jr. became an associate pastor at ebenezer in 1948, and his father wrote a letter of recommendation for him to crozer college.",1
"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.",TSR,"in the 40s, gillespie led the movement called afro-cuban music, bringing latin and african elements to greater prominence in jazz and even pop music, particularly salsa.",1
"On Thanksgiving Day of the same year, he married Alberta in the Ebenezer Church.",TSR,"on thanksgiving day of the same year, he married alberta in the ebenezer church.",1
"Carroll is generally considered one of the best head coaches in the college ranks, as well as one of the sport's top recruiters.",TSR,"carroll is generally considered one of the best head coaches in the college ranks, as well as one of the sport's top recruiters.",1
"Carrie Fisher (born October 21, 1956) is an American actress, screenwriter and novelist.",TSR,"carrie fisher (born october 21, 1956) is an american actress, screenwriter and novelist.",1
"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.",TSR,"robert henry dee (born may 18, 1933 in quincy, massachusetts) is a former three-sport letterman at holy cross college who was one of the first players signed by the boston patriots in 1960.",1
"Kurt Donald Cobain (February 20, 1967 – ca. April 5, 1994) was the lead singer and guitarist of the American rock band, Nirvana.",TSR,"kurt donald cobain (february 20, 1967 – ca. april 5, 1994) was the lead singer and guitarist of the american rock band, nirvana.",1
"In retrospect, many now view Gore as a helpful factor in the 1992 campaign.",TSR,"in retrospect, many now view gore as a helpful factor in the 1992 campaign.",1
He graduated from the U.S. Military Academy in 1847 and was commissioned a second lieutenant in the 4th U.S. Artillery.,TSR,he graduated from the u.s. military academy in 1847 and was commissioned a second lieutenant in the 4th u.s. artillery.,1
His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,TSR,his gift of $5 million dollars helped found the great smoky mountains national park.,1
"The Hepburns demanded frequent familial discussions on these topics and more, and as a result the Hepburn children were well versed in social and political issues.",TSR,"the hepburns demanded frequent familial discussions on these topics and more, and as a result the hepburn children were well versed in social and political issues.",1
"Frank Durward White (June 4, 1933 - May 21, 2003) was the Republican governor of the U.S. state of Arkansas from 1981 to 1983.",TSR,"frank durward white (june 4, 1933 - may 21, 2003) was the republican governor of the u.s. state of arkansas from 1981 to 1983.",1
"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",TSR,"mrs. roosevelt was active in the formations of numerous institutions, most notably the united nations, united nations association and freedom house.",1
"Hepburn was fired from this role as well, though she was eventually rehired when the director could not find anyone to replace her.",TSR,"hepburn was fired from this role as well, though she was eventually rehired when the director could not find anyone to replace her.",1
Anton Seidl (7 May 1850 - 28 March 1898) was a Hungarian conductor.,TSR,anton seidl (7 may 1850 - 28 march 1898) was a hungarian conductor.,1
